"date_of_entrance","time_of_entrance","date_of_exit","time_of_exit","nfc_id","place_id"
"2020-01-07","20:07:37","2020-01-07","22:07:37","1075","417"
"2020-01-07","17:42:53","2020-01-07","19:42:53","1075","418"
"2020-01-10","18:01:39","2020-01-10","20:01:39","1075","419"
"2020-01-07","09:47:13","2020-01-07","11:47:13","1075","420"
"2020-01-09","18:44:20","2020-01-09","20:44:20","1075","421"
"2020-01-07","19:34:24","2020-01-07","21:34:24","1075","422"
"2020-01-07","16:00:01","2020-01-07","18:00:01","1075","423"
"2020-01-06","17:35:35","2020-01-06","19:35:35","1075","424"
"2020-01-10","12:47:32","2020-01-10","14:47:32","1075","425"
"2021-11-02","11:01:51","2021-11-02","13:01:51","1075","426"
"2021-11-04","10:38:15","2021-11-04","12:38:15","1075","427"
"2021-11-03","10:17:54","2021-11-03","12:17:54","1075","428"
"2021-11-03","16:24:54","2021-11-03","18:24:54","1075","429"
"2021-02-12","13:46:23","2021-02-12","15:46:23","1076","401"
"2021-02-15","19:29:50","2021-02-15","21:29:50","1076","402"
"2021-02-13","09:37:10","2021-02-13","11:37:10","1076","403"
"2021-02-12","17:39:32","2021-02-12","19:39:32","1076","404"
"2021-02-13","15:46:12","2021-02-13","17:46:12","1076","405"
"2021-02-14","14:23:46","2021-02-14","16:23:46","1076","406"
"2021-02-15","19:19:55","2021-02-15","21:19:55","1076","407"
"2021-02-15","10:21:21","2021-02-15","12:21:21","1076","408"
"2021-02-14","15:45:24","2021-02-14","17:45:24","1076","409"
"2021-02-12","14:11:00","2021-02-12","16:11:00","1076","410"
"2021-06-26","21:42:11","2021-06-26","23:42:11","1078","426"
"2021-06-28","10:35:33","2021-06-28","12:35:33","1078","427"
"2021-06-26","15:37:42","2021-06-26","17:37:42","1078","428"
"2021-06-27","10:12:44","2021-06-27","12:12:44","1078","429"
"2020-12-01","10:22:19","2020-12-01","12:22:19","1080","430"
"2020-12-01","11:31:00","2020-12-01","13:31:00","1080","431"
"2020-12-01","14:07:53","2020-12-01","16:07:53","1080","432"
"2020-12-03","15:32:53","2020-12-03","17:32:53","1080","433"
"2020-11-27","14:34:47","2020-11-27","16:34:47","1080","434"
"2020-11-27","11:53:11","2020-11-27","13:53:11","1080","435"
"2020-12-03","20:06:57","2020-12-03","22:06:57","1080","436"
"2020-11-28","09:02:34","2020-11-28","11:02:34","1080","437"
"2020-12-02","17:36:04","2020-12-02","19:36:04","1080","438"
"2020-11-27","10:19:16","2020-11-27","12:19:16","1080","439"
"2021-02-07","16:39:58","2021-02-07","18:39:58","1082","430"
"2021-02-05","13:28:24","2021-02-05","15:28:24","1082","431"
"2021-02-08","20:39:12","2021-02-08","22:39:12","1082","432"
"2021-02-08","17:02:41","2021-02-08","19:02:41","1082","433"
"2021-02-09","16:37:16","2021-02-09","18:37:16","1082","434"
"2021-02-07","10:25:47","2021-02-07","12:25:47","1082","435"
"2021-02-06","12:19:04","2021-02-06","14:19:04","1082","436"
"2021-02-06","20:36:00","2021-02-06","22:36:00","1082","437"
"2021-02-06","11:04:21","2021-02-06","13:04:21","1082","438"
"2021-02-09","15:43:52","2021-02-09","17:43:52","1082","439"
"2021-07-12","16:28:48","2021-07-12","18:28:48","1085","401"
"2021-07-14","09:25:53","2021-07-14","11:25:53","1085","402"
"2021-07-12","19:42:57","2021-07-12","21:42:57","1085","403"
"2021-07-15","19:34:39","2021-07-15","21:34:39","1085","404"
"2021-07-15","09:36:37","2021-07-15","11:36:37","1085","405"
"2021-07-12","12:03:49","2021-07-12","14:03:49","1085","406"
"2021-07-11","12:31:48","2021-07-11","14:31:48","1085","407"
"2021-07-13","11:43:00","2021-07-13","13:43:00","1085","408"
"2021-07-12","15:13:23","2021-07-12","17:13:23","1085","409"
"2021-07-14","16:21:58","2021-07-14","18:21:58","1085","410"
"2020-05-06","15:57:32","2020-05-06","17:57:32","1087","426"
"2020-05-08","21:01:33","2020-05-08","23:01:33","1087","427"
"2020-05-06","08:29:52","2020-05-06","10:29:52","1087","428"
"2020-05-09","17:24:25","2020-05-09","19:24:25","1087","429"
"2021-02-11","10:40:04","2021-02-11","12:40:04","1087","430"
"2021-02-12","15:50:07","2021-02-12","17:50:07","1087","431"
"2021-02-09","09:18:14","2021-02-09","11:18:14","1087","432"
"2021-02-10","11:35:35","2021-02-10","13:35:35","1087","433"
"2021-02-09","18:15:35","2021-02-09","20:15:35","1087","434"
"2021-02-09","19:04:51","2021-02-09","21:04:51","1087","435"
"2021-02-10","16:35:12","2021-02-10","18:35:12","1087","436"
"2021-02-09","14:33:49","2021-02-09","16:33:49","1087","437"
"2021-02-10","19:08:29","2021-02-10","21:08:29","1087","438"
"2021-02-12","14:38:18","2021-02-12","16:38:18","1087","439"
"2021-11-15","12:29:26","2021-11-15","14:29:26","1088","401"
"2021-11-13","12:00:18","2021-11-13","14:00:18","1088","402"
"2021-11-12","12:40:42","2021-11-12","14:40:42","1088","403"
"2021-11-13","15:23:01","2021-11-13","17:23:01","1088","404"
"2021-11-12","15:00:03","2021-11-12","17:00:03","1088","405"
"2021-11-15","14:12:47","2021-11-15","16:12:47","1088","406"
"2021-11-14","09:58:22","2021-11-14","11:58:22","1088","407"
"2021-11-13","15:26:18","2021-11-13","17:26:18","1088","408"
"2021-11-14","13:15:41","2021-11-14","15:15:41","1088","409"
"2021-11-15","15:22:18","2021-11-15","17:22:18","1088","410"
"2020-11-01","15:47:02","2020-11-01","17:47:02","1088","416"
"2020-10-27","16:22:02","2020-10-27","18:22:02","1088","417"
"2020-10-28","17:47:36","2020-10-28","19:47:36","1088","418"
"2020-10-27","18:41:43","2020-10-27","20:41:43","1088","419"
"2020-10-26","15:57:26","2020-10-26","17:57:26","1088","420"
"2020-10-28","10:27:35","2020-10-28","12:27:35","1088","421"
"2020-10-27","15:00:00","2020-10-27","17:00:00","1088","422"
"2020-10-27","10:44:23","2020-10-27","12:44:23","1088","423"
"2020-11-01","08:39:40","2020-11-01","10:39:40","1088","424"
"2020-10-28","13:51:48","2020-10-28","15:51:48","1088","425"
"2021-06-23","16:07:38","2021-06-23","18:07:38","1091","430"
"2021-06-22","08:25:08","2021-06-22","10:25:08","1091","431"
"2021-06-23","20:01:17","2021-06-23","22:01:17","1091","432"
"2021-06-24","14:46:14","2021-06-24","16:46:14","1091","433"
"2021-06-23","12:03:23","2021-06-23","14:03:23","1091","434"
"2021-06-24","12:16:51","2021-06-24","14:16:51","1091","435"
"2021-06-25","19:04:56","2021-06-25","21:04:56","1091","436"
"2021-06-24","20:55:14","2021-06-24","22:55:14","1091","437"
"2021-06-23","14:12:52","2021-06-23","16:12:52","1091","438"
"2021-06-22","18:34:22","2021-06-22","20:34:22","1091","439"
"2020-07-07","11:22:18","2020-07-07","13:22:18","1095","401"
"2020-07-04","09:07:26","2020-07-04","11:07:26","1095","402"
"2020-07-06","19:31:16","2020-07-06","21:31:16","1095","403"
"2020-07-06","15:52:10","2020-07-06","17:52:10","1095","404"
"2020-07-05","13:14:40","2020-07-05","15:14:40","1095","405"
"2020-07-04","17:25:42","2020-07-04","19:25:42","1095","406"
"2020-07-05","13:36:08","2020-07-05","15:36:08","1095","407"
"2020-07-06","19:28:37","2020-07-06","21:28:37","1095","408"
"2020-07-04","14:24:47","2020-07-04","16:24:47","1095","409"
"2020-07-07","17:56:06","2020-07-07","19:56:06","1095","410"
"2021-04-19","18:17:39","2021-04-19","20:17:39","1095","426"
"2021-04-16","11:28:22","2021-04-16","13:28:22","1095","427"
"2021-04-18","16:52:06","2021-04-18","18:52:06","1095","428"
"2021-04-18","18:24:43","2021-04-18","20:24:43","1095","429"
"2020-06-07","21:16:19","2020-06-07","23:16:19","1097","401"
"2020-06-09","18:31:41","2020-06-09","20:31:41","1097","402"
"2020-06-07","08:35:09","2020-06-07","10:35:09","1097","403"
"2020-06-07","15:41:32","2020-06-07","17:41:32","1097","404"
"2020-06-07","11:14:57","2020-06-07","13:14:57","1097","405"
"2020-06-10","11:34:46","2020-06-10","13:34:46","1097","406"
"2020-06-09","12:40:26","2020-06-09","14:40:26","1097","407"
"2020-06-11","12:13:48","2020-06-11","14:13:48","1097","408"
"2020-06-11","18:06:24","2020-06-11","20:06:24","1097","409"
"2020-06-08","21:53:01","2020-06-08","23:53:01","1097","410"
"2020-10-21","09:37:17","2020-10-21","11:37:17","1099","430"
"2020-10-22","12:53:40","2020-10-22","14:53:40","1099","431"
"2020-10-23","15:28:43","2020-10-23","17:28:43","1099","432"
"2020-10-23","13:15:27","2020-10-23","15:15:27","1099","433"
"2020-10-23","17:52:49","2020-10-23","19:52:49","1099","434"
"2020-10-22","08:10:13","2020-10-22","10:10:13","1099","435"
"2020-10-25","15:16:25","2020-10-25","17:16:25","1099","436"
"2020-10-25","21:40:26","2020-10-25","23:40:26","1099","437"
"2020-10-23","08:00:45","2020-10-23","10:00:45","1099","438"
"2020-10-22","11:02:45","2020-10-22","13:02:45","1099","439"
"2021-08-18","12:49:39","2021-08-18","14:49:39","1100","430"
"2021-08-16","16:22:16","2021-08-16","18:22:16","1100","431"
"2021-08-17","11:48:27","2021-08-17","13:48:27","1100","432"
"2021-08-18","08:08:13","2021-08-18","10:08:13","1100","433"
"2021-08-18","21:19:09","2021-08-18","23:19:09","1100","434"
"2021-08-17","17:32:26","2021-08-17","19:32:26","1100","435"
"2021-08-16","09:37:22","2021-08-16","11:37:22","1100","436"
"2021-08-17","14:05:12","2021-08-17","16:05:12","1100","437"
"2021-08-17","10:17:31","2021-08-17","12:17:31","1100","438"
"2021-08-17","10:40:53","2021-08-17","12:40:53","1100","439"
"2020-02-13","10:56:35","2020-02-13","12:56:35","1101","401"
"2020-02-13","11:19:28","2020-02-13","13:19:28","1101","402"
"2020-02-13","12:53:49","2020-02-13","14:53:49","1101","403"
"2020-02-15","19:37:27","2020-02-15","21:37:27","1101","404"
"2020-02-14","16:01:10","2020-02-14","18:01:10","1101","405"
"2020-02-15","10:31:54","2020-02-15","12:31:54","1101","406"
"2020-02-13","15:12:27","2020-02-13","17:12:27","1101","407"
"2020-02-16","14:10:41","2020-02-16","16:10:41","1101","408"
"2020-02-15","20:49:32","2020-02-15","22:49:32","1101","409"
"2020-02-15","18:01:23","2020-02-15","20:01:23","1101","410"
"2021-02-17","10:50:12","2021-02-17","12:50:12","1103","430"
"2021-02-17","14:44:47","2021-02-17","16:44:47","1103","431"
"2021-02-16","08:02:56","2021-02-16","10:02:56","1103","432"
"2021-02-15","16:53:38","2021-02-15","18:53:38","1103","433"
"2021-02-17","16:35:11","2021-02-17","18:35:11","1103","434"
"2021-02-16","20:16:37","2021-02-16","22:16:37","1103","435"
"2021-02-16","10:33:56","2021-02-16","12:33:56","1103","436"
"2021-02-14","13:52:48","2021-02-14","15:52:48","1103","437"
"2021-02-15","20:05:40","2021-02-15","22:05:40","1103","438"
"2021-02-16","13:51:14","2021-02-16","15:51:14","1103","439"
"2020-11-14","20:26:05","2020-11-14","22:26:05","1106","401"
"2020-11-13","19:07:04","2020-11-13","21:07:04","1106","402"
"2020-11-14","14:25:00","2020-11-14","16:25:00","1106","403"
"2020-11-17","21:48:12","2020-11-17","23:48:12","1106","404"
"2020-11-13","15:28:33","2020-11-13","17:28:33","1106","405"
"2020-11-13","12:30:48","2020-11-13","14:30:48","1106","406"
"2020-11-17","21:35:01","2020-11-17","23:35:01","1106","407"
"2020-11-17","10:18:19","2020-11-17","12:18:19","1106","408"
"2020-11-13","16:29:32","2020-11-13","18:29:32","1106","409"
"2020-11-16","17:28:38","2020-11-16","19:28:38","1106","410"
"2021-09-03","14:15:11","2021-09-03","16:15:11","1107","430"
"2021-09-01","09:32:25","2021-09-01","11:32:25","1107","431"
"2021-09-02","08:31:56","2021-09-02","10:31:56","1107","432"
"2021-09-04","21:06:00","2021-09-04","23:06:00","1107","433"
"2021-09-03","13:40:50","2021-09-03","15:40:50","1107","434"
"2021-08-28","20:54:10","2021-08-28","22:54:10","1107","435"
"2021-08-28","13:46:38","2021-08-28","15:46:38","1107","436"
"2021-09-02","08:53:08","2021-09-02","10:53:08","1107","437"
"2021-08-28","12:21:02","2021-08-28","14:21:02","1107","438"
"2021-09-01","16:35:54","2021-09-01","18:35:54","1107","439"
"2021-11-03","10:51:58","2021-11-03","12:51:58","1109","426"
"2021-11-03","18:23:53","2021-11-03","20:23:53","1109","427"
"2021-10-28","10:32:06","2021-10-28","12:32:06","1109","428"
"2021-11-02","08:49:29","2021-11-02","10:49:29","1109","429"
"2020-01-08","09:38:05","2020-01-08","11:38:05","1111","430"
"2020-01-06","10:23:21","2020-01-06","12:23:21","1111","431"
"2020-01-06","08:17:14","2020-01-06","10:17:14","1111","432"
"2020-01-08","10:27:20","2020-01-08","12:27:20","1111","433"
"2020-01-06","08:23:52","2020-01-06","10:23:52","1111","434"
"2020-01-09","12:13:44","2020-01-09","14:13:44","1111","435"
"2020-01-06","09:39:50","2020-01-06","11:39:50","1111","436"
"2020-01-09","15:14:22","2020-01-09","17:14:22","1111","437"
"2020-01-10","12:35:57","2020-01-10","14:35:57","1111","438"
"2020-01-06","13:39:19","2020-01-06","15:39:19","1111","439"
"2020-04-26","14:15:51","2020-04-26","16:15:51","1112","401"
"2020-04-26","12:02:16","2020-04-26","14:02:16","1112","402"
"2020-04-25","17:13:32","2020-04-25","19:13:32","1112","403"
"2020-04-27","11:53:43","2020-04-27","13:53:43","1112","404"
"2020-04-27","21:45:06","2020-04-27","23:45:06","1112","405"
"2020-04-26","08:47:06","2020-04-26","10:47:06","1112","406"
"2020-04-26","09:51:00","2020-04-26","11:51:00","1112","407"
"2020-04-28","11:05:30","2020-04-28","13:05:30","1112","408"
"2020-04-27","09:52:52","2020-04-27","11:52:52","1112","409"
"2020-04-25","09:43:47","2020-04-25","11:43:47","1112","410"
"2020-09-01","13:00:37","2020-09-01","15:00:37","1112","426"
"2020-09-03","10:33:50","2020-09-03","12:33:50","1112","427"
"2020-09-03","17:42:40","2020-09-03","19:42:40","1112","428"
"2020-09-02","17:18:46","2020-09-02","19:18:46","1112","429"
"2021-10-23","19:46:54","2021-10-23","21:46:54","1114","416"
"2021-10-23","19:05:16","2021-10-23","21:05:16","1114","417"
"2021-10-23","10:25:52","2021-10-23","12:25:52","1114","418"
"2021-10-23","11:52:39","2021-10-23","13:52:39","1114","419"
"2021-10-25","18:51:16","2021-10-25","20:51:16","1114","420"
"2021-10-25","16:49:07","2021-10-25","18:49:07","1114","421"
"2021-10-25","17:16:17","2021-10-25","19:16:17","1114","422"
"2021-10-26","16:51:13","2021-10-26","18:51:13","1114","423"
"2021-10-23","10:55:35","2021-10-23","12:55:35","1114","424"
"2021-10-26","14:57:28","2021-10-26","16:57:28","1114","425"
"2020-05-18","13:37:45","2020-05-18","15:37:45","1115","401"
"2020-05-18","09:15:49","2020-05-18","11:15:49","1115","402"
"2020-05-21","18:08:24","2020-05-21","20:08:24","1115","403"
"2020-05-20","11:23:12","2020-05-20","13:23:12","1115","404"
"2020-05-22","12:20:40","2020-05-22","14:20:40","1115","405"
"2020-05-19","18:06:01","2020-05-19","20:06:01","1115","406"
"2020-05-19","21:10:26","2020-05-19","23:10:26","1115","407"
"2020-05-19","21:22:31","2020-05-19","23:22:31","1115","408"
"2020-05-19","18:20:15","2020-05-19","20:20:15","1115","409"
"2020-05-19","13:40:37","2020-05-19","15:40:37","1115","410"
"2021-08-12","10:04:28","2021-08-12","12:04:28","1115","416"
"2021-08-12","19:58:48","2021-08-12","21:58:48","1115","417"
"2021-08-11","10:47:23","2021-08-11","12:47:23","1115","418"
"2021-08-08","17:29:49","2021-08-08","19:29:49","1115","419"
"2021-08-12","09:07:55","2021-08-12","11:07:55","1115","420"
"2021-08-08","14:02:10","2021-08-08","16:02:10","1115","421"
"2021-08-12","21:07:04","2021-08-12","23:07:04","1115","422"
"2021-08-10","18:09:37","2021-08-10","20:09:37","1115","423"
"2021-08-11","11:04:33","2021-08-11","13:04:33","1115","424"
"2021-08-12","21:00:43","2021-08-12","23:00:43","1115","425"
"2021-10-08","09:22:15","2021-10-08","11:22:15","1116","430"
"2021-10-10","11:17:02","2021-10-10","13:17:02","1116","431"
"2021-10-08","21:02:48","2021-10-08","23:02:48","1116","432"
"2021-10-10","13:56:17","2021-10-10","15:56:17","1116","433"
"2021-10-06","10:07:39","2021-10-06","12:07:39","1116","434"
"2021-10-10","13:20:04","2021-10-10","15:20:04","1116","435"
"2021-10-10","21:14:40","2021-10-10","23:14:40","1116","436"
"2021-10-06","12:18:43","2021-10-06","14:18:43","1116","437"
"2021-10-06","10:00:12","2021-10-06","12:00:12","1116","438"
"2021-10-10","11:24:03","2021-10-10","13:24:03","1116","439"
"2021-05-25","13:33:05","2021-05-25","15:33:05","1122","426"
"2021-05-26","20:23:46","2021-05-26","22:23:46","1122","427"
"2021-05-25","14:14:29","2021-05-25","16:14:29","1122","428"
"2021-05-26","20:34:43","2021-05-26","22:34:43","1122","429"
"2020-07-22","19:02:44","2020-07-22","21:02:44","1124","416"
"2020-07-19","10:22:31","2020-07-19","12:22:31","1124","417"
"2020-07-21","19:29:42","2020-07-21","21:29:42","1124","418"
"2020-07-21","18:07:32","2020-07-21","20:07:32","1124","419"
"2020-07-18","08:18:36","2020-07-18","10:18:36","1124","420"
"2020-07-21","21:52:11","2020-07-21","23:52:11","1124","421"
"2020-07-22","15:49:31","2020-07-22","17:49:31","1124","422"
"2020-07-21","11:23:35","2020-07-21","13:23:35","1124","423"
"2020-07-22","13:50:28","2020-07-22","15:50:28","1124","424"
"2020-07-19","19:11:12","2020-07-19","21:11:12","1124","425"
"2021-11-26","09:29:03","2021-11-26","11:29:03","1124","426"
"2021-11-27","17:19:45","2021-11-27","19:19:45","1124","427"
"2021-11-28","21:26:38","2021-11-28","23:26:38","1124","428"
"2021-11-28","15:07:30","2021-11-28","17:07:30","1124","429"
"2020-07-12","08:27:36","2020-07-12","10:27:36","1125","430"
"2020-07-13","17:42:39","2020-07-13","19:42:39","1125","431"
"2020-07-13","15:39:17","2020-07-13","17:39:17","1125","432"
"2020-07-13","10:56:04","2020-07-13","12:56:04","1125","433"
"2020-07-12","17:15:40","2020-07-12","19:15:40","1125","434"
"2020-07-12","15:15:08","2020-07-12","17:15:08","1125","435"
"2020-07-13","20:00:38","2020-07-13","22:00:38","1125","436"
"2020-07-15","17:12:28","2020-07-15","19:12:28","1125","437"
"2020-07-11","17:28:18","2020-07-11","19:28:18","1125","438"
"2020-07-14","14:37:28","2020-07-14","16:37:28","1125","439"
"2021-08-11","16:20:37","2021-08-11","18:20:37","1126","401"
"2021-08-13","18:09:25","2021-08-13","20:09:25","1126","402"
"2021-08-14","10:57:21","2021-08-14","12:57:21","1126","403"
"2021-08-11","09:25:41","2021-08-11","11:25:41","1126","404"
"2021-08-15","13:06:03","2021-08-15","15:06:03","1126","405"
"2021-08-14","20:18:03","2021-08-14","22:18:03","1126","406"
"2021-08-11","10:09:56","2021-08-11","12:09:56","1126","407"
"2021-08-11","16:26:21","2021-08-11","18:26:21","1126","408"
"2021-08-15","10:34:09","2021-08-15","12:34:09","1126","409"
"2021-08-15","13:08:18","2021-08-15","15:08:18","1126","410"
"2020-09-10","09:58:45","2020-09-10","11:58:45","1130","416"
"2020-09-07","11:44:21","2020-09-07","13:44:21","1130","417"
"2020-09-08","13:51:41","2020-09-08","15:51:41","1130","418"
"2020-09-09","20:16:01","2020-09-09","22:16:01","1130","419"
"2020-09-07","11:55:25","2020-09-07","13:55:25","1130","420"
"2020-09-07","17:32:19","2020-09-07","19:32:19","1130","421"
"2020-09-11","19:14:21","2020-09-11","21:14:21","1130","422"
"2020-09-09","14:36:56","2020-09-09","16:36:56","1130","423"
"2020-09-11","14:16:45","2020-09-11","16:16:45","1130","424"
"2020-09-09","21:04:01","2020-09-09","23:04:01","1130","425"
"2020-12-02","12:29:55","2020-12-02","14:29:55","1132","401"
"2020-12-01","20:02:16","2020-12-01","22:02:16","1132","402"
"2020-12-02","19:03:51","2020-12-02","21:03:51","1132","403"
"2020-12-03","18:52:38","2020-12-03","20:52:38","1132","404"
"2020-12-03","11:14:41","2020-12-03","13:14:41","1132","405"
"2020-12-03","17:50:53","2020-12-03","19:50:53","1132","406"
"2020-12-01","11:15:35","2020-12-01","13:15:35","1132","407"
"2020-11-28","11:24:14","2020-11-28","13:24:14","1132","408"
"2020-12-03","13:58:32","2020-12-03","15:58:32","1132","409"
"2020-12-04","20:29:00","2020-12-04","22:29:00","1132","410"
"2020-04-05","21:33:29","2020-04-05","23:33:29","1134","401"
"2020-04-07","09:15:30","2020-04-07","11:15:30","1134","402"
"2020-04-04","13:16:23","2020-04-04","15:16:23","1134","403"
"2020-04-04","18:33:42","2020-04-04","20:33:42","1134","404"
"2020-04-05","14:05:18","2020-04-05","16:05:18","1134","405"
