"date_of_charge","time_of_charge","amount","description_of_charge"
"2020-03-14","17:07:31","176","bar/restaurant"
"2020-03-14","18:33:24","187","conference room"
"2020-03-14","18:42:05","151","bar/restaurant"
"2020-03-14","22:04:12","151","gym"
"2020-03-14","23:05:50","139","gym"
"2020-03-14","23:48:11","182","conference room"
"2020-03-14","23:58:44","145","bar/restaurant"
"2020-03-15","12:16:45","142","conference room"
"2020-03-15","12:38:57","173","conference room"
"2020-03-15","13:19:34","115","bar/restaurant"
"2020-03-15","13:54:43","134","bar/restaurant"
"2020-03-15","16:34:31","172","conference room"
"2020-03-15","18:29:10","148","gym"
"2020-03-15","21:54:17","194","conference room"
"2020-03-15","22:23:11","165","bar/restaurant"
"2020-03-15","22:44:08","115","bar/restaurant"
"2020-03-15","23:57:29","149","bar/restaurant"
"2020-03-16","11:01:01","122","bar/restaurant"
"2020-03-16","13:18:45","192","conference room"
"2020-03-16","20:13:30","137","bar/restaurant"
"2020-03-17","14:48:11","140","bar/restaurant"
"2020-03-17","17:46:36","120","gym"
"2020-03-17","18:49:37","183","gym"
"2020-03-17","22:16:31","162","bar/restaurant"
"2020-03-18","10:04:18","152","gym"
"2020-03-18","17:39:28","198","gym"
"2020-03-18","21:53:27","112","gym"
"2020-03-19","11:48:43","132","gym"
"2020-03-20","10:00:10","101","gym"
"2020-03-20","10:19:08","181","gym"
"2020-03-20","13:34:46","165","gym"
"2020-03-20","19:36:47","150","gym"
"2020-03-21","12:24:40","137","sauna"
"2020-03-21","12:47:00","182","bar/restaurant"
"2020-03-21","17:03:40","100","gym"
"2020-03-21","17:20:22","130","bar/restaurant"
"2020-03-21","17:52:38","133","sauna"
"2020-03-21","19:52:42","128","sauna"
"2020-03-21","21:47:23","125","bar/restaurant"
"2020-03-21","22:33:43","155","bar/restaurant"
"2020-03-22","11:35:20","120","bar/restaurant"
"2020-03-22","15:11:17","122","gym"
"2020-03-22","16:07:01","108","gym"
"2020-03-22","16:49:03","173","bar/restaurant"
"2020-03-22","17:43:35","146","gym"
"2020-03-22","21:14:25","132","gym"
"2020-03-22","21:37:45","126","gym"
"2020-03-23","12:05:10","158","gym"
"2020-03-23","12:05:44","100","bar/restaurant"
"2020-03-23","12:44:57","173","gym"
"2020-03-23","13:08:48","133","gym"
"2020-03-23","14:18:53","179","conference room"
"2020-03-23","14:27:02","163","conference room"
"2020-03-23","15:04:37","159","gym"
"2020-03-23","16:32:03","163","sauna"
"2020-03-23","18:57:03","149","gym"
"2020-03-23","21:28:25","139","gym"
"2020-03-23","21:49:47","115","conference room"
"2020-03-23","21:50:55","126","sauna"
"2020-03-23","22:30:05","153","sauna"
"2020-03-23","22:55:16","167","gym"
"2020-03-24","10:07:11","168","bar/restaurant"
"2020-03-24","10:18:09","197","bar/restaurant"
"2020-03-24","11:27:35","105","conference room"
"2020-03-24","14:51:54","151","gym"
"2020-03-24","15:48:39","181","gym"
"2020-03-24","15:50:51","159","sauna"
"2020-03-24","18:42:31","116","conference room"
"2020-03-24","19:35:57","194","gym"
"2020-03-24","21:49:09","106","sauna"
"2020-03-24","23:32:13","121","gym"
"2020-03-24","23:58:37","108","bar/restaurant"
"2020-03-25","10:11:56","166","conference room"
"2020-03-25","11:04:29","117","sauna"
"2020-03-25","12:22:51","138","conference room"
"2020-03-25","12:32:22","105","gym"
"2020-03-25","14:01:34","106","sauna"
"2020-03-25","14:37:40","157","conference room"
"2020-03-25","16:13:10","112","conference room"
"2020-03-25","16:43:35","127","sauna"
"2020-03-25","19:06:34","164","sauna"
"2020-03-25","23:12:09","129","sauna"
"2020-03-26","12:08:56","194","sauna"
"2020-03-26","16:09:14","137","sauna"
"2020-03-26","17:23:08","120","sauna"
"2020-03-26","18:47:10","164","gym"
"2020-03-26","19:19:01","121","conference room"
"2020-03-26","23:50:31","182","gym"
"2020-03-27","14:21:41","165","gym"
"2020-03-27","15:01:11","127","sauna"
"2020-03-27","16:24:18","154","sauna"
"2020-03-27","20:53:34","104","sauna"
"2020-03-27","21:06:42","153","sauna"
"2020-03-28","18:27:40","161","gym"
"2020-04-02","21:05:26","172","bar/restaurant"
"2020-04-03","11:05:34","121","conference room"
"2020-04-03","14:29:50","115","bar/restaurant"
"2020-04-03","17:25:35","168","sauna"
"2020-04-03","19:25:35","112","bar/restaurant"
"2020-04-03","22:21:16","110","sauna"
"2020-04-03","23:19:58","107","conference room"
"2020-04-04","11:10:48","144","gym"
"2020-04-04","11:12:17","103","conference room"
"2020-04-04","11:12:22","148","conference room"
"2020-04-04","13:52:29","193","conference room"
"2020-04-04","15:16:23","119","bar/restaurant"
"2020-04-04","15:42:30","171","sauna"
"2020-04-04","18:21:37","100","bar/restaurant"
"2020-04-04","19:50:36","110","sauna"
"2020-04-04","20:33:42","178","bar/restaurant"
"2020-04-04","20:48:27","160","sauna"
"2020-04-04","21:51:02","148","sauna"
"2020-04-04","23:42:14","103","sauna"
"2020-04-05","10:23:31","176","sauna"
"2020-04-05","10:46:56","192","bar/restaurant"
"2020-04-05","11:16:52","102","sauna"
"2020-04-05","11:30:44","172","conference room"
"2020-04-05","14:02:07","167","bar/restaurant"
"2020-04-05","15:58:28","132","conference room"
"2020-04-05","16:05:18","152","bar/restaurant"
"2020-04-05","18:39:18","190","sauna"
"2020-04-05","19:03:22","177","gym"
"2020-04-05","19:41:58","178","bar/restaurant"
"2020-04-05","20:13:53","147","bar/restaurant"
"2020-04-05","20:56:04","135","gym"
"2020-04-05","21:11:39","185","bar/restaurant"
"2020-04-05","22:37:10","114","conference room"
"2020-04-05","22:44:27","107","gym"
"2020-04-05","22:48:58","133","bar/restaurant"
"2020-04-05","23:33:29","140","bar/restaurant"
"2020-04-06","10:04:21","166","conference room"
"2020-04-06","11:06:55","188","bar/restaurant"
"2020-04-06","13:11:19","103","conference room"
"2020-04-06","14:04:22","141","sauna"
"2020-04-06","14:08:41","112","conference room"
"2020-04-06","16:32:17","136","conference room"
"2020-04-06","17:27:42","162","sauna"
"2020-04-06","17:54:16","165","gym"
"2020-04-06","19:31:34","131","bar/restaurant"
"2020-04-06","22:17:21","143","conference room"
"2020-04-06","22:47:53","181","bar/restaurant"
"2020-04-07","10:15:22","190","gym"
"2020-04-07","11:15:30","107","bar/restaurant"
"2020-04-07","11:51:06","154","conference room"
"2020-04-07","12:57:00","159","conference room"
"2020-04-07","14:49:18","183","sauna"
"2020-04-07","15:40:36","176","conference room"
"2020-04-07","16:29:21","149","conference room"
"2020-04-07","16:55:51","138","sauna"
"2020-04-07","17:46:17","127","gym"
"2020-04-07","18:17:00","185","conference room"
"2020-04-07","19:12:47","137","conference room"
"2020-04-07","20:34:43","108","sauna"
"2020-04-07","23:13:35","116","conference room"
"2020-04-07","23:19:49","191","sauna"
"2020-04-07","23:27:26","142","sauna"
"2020-04-07","23:32:27","104","conference room"
"2020-04-08","10:19:46","171","conference room"
"2020-04-08","11:30:11","194","conference room"
"2020-04-08","11:58:07","114","sauna"
"2020-04-08","12:07:16","143","conference room"
"2020-04-08","12:29:45","148","conference room"
"2020-04-08","13:17:03","169","sauna"
"2020-04-08","13:30:01","161","bar/restaurant"
"2020-04-08","14:58:54","151","conference room"
"2020-04-08","15:27:32","160","conference room"
"2020-04-08","17:48:42","146","conference room"
"2020-04-08","17:51:41","166","gym"
"2020-04-08","18:17:41","165","conference room"
"2020-04-08","20:11:55","176","gym"
"2020-04-08","20:36:49","107","conference room"
"2020-04-08","20:41:57","157","gym"
"2020-04-08","20:52:14","148","bar/restaurant"
"2020-04-08","22:25:10","176","bar/restaurant"
"2020-04-08","22:50:54","199","gym"
"2020-04-08","23:58:03","152","bar/restaurant"
"2020-04-09","11:46:29","196","conference room"
"2020-04-09","16:42:41","197","conference room"
"2020-04-09","16:57:43","191","bar/restaurant"
"2020-04-09","18:43:10","102","gym"
"2020-04-09","18:48:51","147","conference room"
"2020-04-09","19:38:21","168","sauna"
"2020-04-09","19:42:35","128","conference room"
"2020-04-09","20:30:53","137","conference room"
"2020-04-09","22:56:37","187","conference room"
"2020-04-09","23:30:30","152","conference room"
"2020-04-10","15:38:12","113","conference room"
"2020-04-10","16:31:57","103","conference room"
"2020-04-10","22:14:30","151","conference room"
"2020-04-10","23:38:29","107","bar/restaurant"
"2020-04-11","12:03:26","130","bar/restaurant"
"2020-04-11","12:06:13","131","bar/restaurant"
"2020-04-11","13:01:46","178","bar/restaurant"
"2020-04-11","13:22:02","186","bar/restaurant"
"2020-04-11","14:17:02","169","bar/restaurant"
"2020-04-11","22:58:12","174","bar/restaurant"
"2020-04-12","16:13:29","170","bar/restaurant"
"2020-04-12","20:12:24","153","bar/restaurant"
"2020-04-12","23:27:10","110","bar/restaurant"
"2020-04-13","10:00:10","116","conference room"
"2020-04-13","12:04:02","104","bar/restaurant"
"2020-04-13","12:45:53","117","bar/restaurant"
"2020-04-13","14:03:45","102","conference room"
"2020-04-13","18:31:37","153","bar/restaurant"
"2020-04-13","19:33:29","150","sauna"
"2020-04-14","14:01:29","197","bar/restaurant"
"2020-04-14","15:37:14","116","conference room"
"2020-04-14","15:50:27","100","bar/restaurant"
"2020-04-14","18:49:53","160","sauna"
"2020-04-14","19:16:38","179","sauna"
"2020-04-14","19:27:14","169","bar/restaurant"
"2020-04-14","19:30:56","178","gym"
"2020-04-14","20:56:02","159","sauna"
"2020-04-15","10:04:22","183","sauna"
"2020-04-15","11:43:44","152","conference room"
"2020-04-15","12:13:36","188","sauna"
"2020-04-15","13:05:39","169","sauna"
"2020-04-15","13:12:20","187","bar/restaurant"
"2020-04-15","13:23:21","187","sauna"
"2020-04-15","14:32:48","183","sauna"
"2020-04-15","16:35:39","109","conference room"
"2020-04-15","20:06:47","156","sauna"
"2020-04-15","23:43:12","128","sauna"
"2020-04-16","11:38:11","112","conference room"
"2020-04-16","15:48:35","157","sauna"
"2020-04-16","15:54:04","166","conference room"
"2020-04-16","16:17:43","125","sauna"
"2020-04-16","16:28:14","173","sauna"
"2020-04-16","19:57:14","132","sauna"
"2020-04-16","20:50:25","189","gym"
"2020-04-16","22:01:49","127","gym"
"2020-04-17","10:20:49","180","conference room"
"2020-04-17","13:34:05","165","conference room"
"2020-04-17","13:58:46","146","sauna"
"2020-04-17","15:19:51","110","gym"
"2020-04-17","16:38:10","198","sauna"
"2020-04-17","17:09:41","112","sauna"
"2020-04-17","17:21:20","123","gym"
"2020-04-17","22:13:05","169","gym"
"2020-04-17","22:34:11","188","conference room"
"2020-04-18","13:28:14","138","gym"
"2020-04-18","13:35:48","114","gym"
"2020-04-18","14:24:19","178","sauna"
"2020-04-18","16:57:23","162","conference room"
"2020-04-18","18:01:37","197","sauna"
"2020-04-18","21:37:39","175","conference room"
"2020-04-18","22:34:33","186","conference room"
"2020-04-19","13:52:54","166","gym"
"2020-04-19","21:15:42","143","conference room"
"2020-04-21","11:28:18","117","conference room"
"2020-04-21","12:08:46","105","gym"
"2020-04-21","14:50:49","165","conference room"
"2020-04-21","17:52:55","100","conference room"
"2020-04-21","20:13:38","101","conference room"
"2020-04-21","20:45:24","103","gym"
"2020-04-21","21:28:31","114","conference room"
"2020-04-22","21:38:18","163","gym"
"2020-04-22","21:42:38","187","conference room"
"2020-04-24","10:40:53","192","bar/restaurant"
"2020-04-24","13:54:58","136","bar/restaurant"
"2020-04-24","14:58:47","152","bar/restaurant"
"2020-04-24","20:48:38","179","gym"
"2020-04-24","21:02:53","102","bar/restaurant"
"2020-04-25","11:43:47","144","bar/restaurant"
"2020-04-25","14:23:04","168","gym"
"2020-04-25","19:13:32","149","bar/restaurant"
"2020-04-25","20:35:09","174","gym"
"2020-04-26","10:18:41","149","bar/restaurant"
"2020-04-26","10:47:06","148","bar/restaurant"
"2020-04-26","11:51:00","186","bar/restaurant"
"2020-04-26","12:19:15","165","gym"
"2020-04-26","12:27:29","114","sauna"
"2020-04-26","13:41:34","161","bar/restaurant"
"2020-04-26","14:02:16","182","bar/restaurant"
"2020-04-26","16:15:51","170","bar/restaurant"
"2020-04-26","16:18:30","184","sauna"
"2020-04-26","16:32:15","120","sauna"
"2020-04-26","17:32:28","191","bar/restaurant"
"2020-04-26","22:35:53","119","gym"
"2020-04-27","11:52:52","192","bar/restaurant"
"2020-04-27","13:53:43","170","bar/restaurant"
"2020-04-27","15:09:41","148","bar/restaurant"
"2020-04-27","15:21:42","120","gym"
"2020-04-27","16:13:47","147","bar/restaurant"
"2020-04-27","17:07:06","173","bar/restaurant"
"2020-04-27","18:16:57","153","conference room"
"2020-04-27","18:18:46","178","bar/restaurant"
"2020-04-27","19:50:42","152","bar/restaurant"
"2020-04-27","22:06:33","178","sauna"
"2020-04-27","22:09:48","128","bar/restaurant"
"2020-04-27","22:24:05","162","conference room"
"2020-04-27","23:26:11","173","sauna"
"2020-04-27","23:45:06","199","bar/restaurant"
"2020-04-28","10:17:18","176","sauna"
"2020-04-28","10:33:50","167","bar/restaurant"
"2020-04-28","11:24:02","169","gym"
"2020-04-28","13:05:30","192","bar/restaurant"
"2020-04-28","13:25:22","171","gym"
"2020-04-28","13:34:50","108","gym"
"2020-04-28","18:00:39","175","sauna"
"2020-04-28","19:04:35","134","gym"
"2020-04-28","19:21:45","147","conference room"
"2020-04-28","19:39:52","199","conference room"
"2020-04-28","20:15:13","121","gym"
"2020-04-28","20:27:52","193","sauna"
"2020-04-28","20:39:48","193","bar/restaurant"
"2020-04-28","22:39:51","118","conference room"
"2020-05-01","10:32:45","137","sauna"
"2020-05-01","12:28:16","121","gym"
"2020-05-01","12:42:01","121","conference room"
"2020-05-01","14:01:23","154","sauna"
"2020-05-01","16:16:33","119","gym"
"2020-05-01","17:25:17","106","gym"
"2020-05-01","18:56:31","165","conference room"
"2020-05-01","20:23:33","128","conference room"
"2020-05-01","21:08:48","153","conference room"
"2020-05-01","21:31:45","157","sauna"
"2020-05-01","22:41:40","123","bar/restaurant"
"2020-05-02","10:02:04","115","sauna"
"2020-05-02","11:28:23","178","conference room"
"2020-05-02","13:57:10","123","conference room"
"2020-05-02","14:27:26","148","conference room"
"2020-05-02","15:58:16","193","gym"
"2020-05-02","16:12:51","151","conference room"
"2020-05-02","16:18:12","126","bar/restaurant"
"2020-05-02","16:49:32","104","sauna"
"2020-05-02","17:33:03","163","gym"
"2020-05-02","18:14:27","142","sauna"
"2020-05-02","18:28:45","180","sauna"
"2020-05-02","19:00:21","191","bar/restaurant"
"2020-05-02","19:16:18","108","sauna"
"2020-05-02","21:48:29","127","conference room"
"2020-05-02","22:47:00","155","conference room"
"2020-05-02","23:49:36","156","bar/restaurant"
"2020-05-03","10:05:56","124","conference room"
"2020-05-03","13:23:30","191","gym"
"2020-05-03","15:15:43","151","sauna"
"2020-05-03","15:20:32","172","sauna"
"2020-05-03","15:47:55","113","conference room"
"2020-05-03","15:52:17","168","conference room"
"2020-05-03","17:16:18","194","sauna"
"2020-05-03","17:58:02","128","conference room"
"2020-05-03","17:58:16","193","sauna"
"2020-05-03","18:31:26","175","sauna"
"2020-05-03","19:57:29","157","sauna"
"2020-05-03","20:32:05","132","sauna"
"2020-05-03","20:39:47","147","bar/restaurant"
"2020-05-03","20:42:25","102","sauna"
"2020-05-04","13:01:31","181","gym"
"2020-05-04","19:11:24","100","sauna"
"2020-05-04","19:32:25","105","conference room"
"2020-05-05","10:49:01","177","sauna"
"2020-05-05","11:00:45","181","sauna"
"2020-05-05","11:04:57","103","sauna"
"2020-05-05","13:16:40","142","sauna"
"2020-05-05","14:03:38","134","gym"
"2020-05-05","16:24:56","128","sauna"
"2020-05-05","16:44:53","194","bar/restaurant"
"2020-05-05","19:23:12","114","sauna"
"2020-05-05","20:14:27","156","bar/restaurant"
"2020-05-06","10:08:01","120","sauna"
"2020-05-06","10:29:52","120","gym"
"2020-05-06","11:20:36","127","sauna"
"2020-05-06","11:51:37","133","sauna"
"2020-05-06","13:49:14","162","sauna"
"2020-05-06","14:09:26","135","sauna"
"2020-05-06","17:57:32","186","gym"
"2020-05-06","18:17:53","194","sauna"
"2020-05-06","18:29:58","111","sauna"
"2020-05-06","18:50:03","185","sauna"
"2020-05-06","19:41:36","120","sauna"
"2020-05-07","10:39:05","128","sauna"
"2020-05-07","10:43:24","123","bar/restaurant"
"2020-05-07","11:37:20","162","sauna"
"2020-05-07","11:39:23","131","bar/restaurant"
"2020-05-07","13:15:10","124","sauna"
"2020-05-07","17:03:17","192","gym"
"2020-05-07","18:08:54","187","bar/restaurant"
"2020-05-07","22:39:02","145","bar/restaurant"
"2020-05-08","10:17:15","129","bar/restaurant"
"2020-05-08","10:22:52","185","sauna"
"2020-05-08","12:17:54","182","bar/restaurant"
"2020-05-08","13:17:39","171","bar/restaurant"
"2020-05-08","14:03:42","154","gym"
"2020-05-08","14:30:26","151","bar/restaurant"
"2020-05-08","15:08:24","164","bar/restaurant"
"2020-05-08","15:09:52","109","sauna"
"2020-05-08","16:32:30","196","gym"
"2020-05-08","18:43:41","192","sauna"
"2020-05-08","19:14:29","112","bar/restaurant"
"2020-05-08","20:04:17","189","sauna"
"2020-05-08","23:01:33","123","gym"
"2020-05-09","13:52:15","117","conference room"
"2020-05-09","16:50:36","153","conference room"
"2020-05-09","18:06:08","183","bar/restaurant"
"2020-05-09","18:07:01","121","bar/restaurant"
"2020-05-09","19:14:41","137","bar/restaurant"
"2020-05-09","19:24:25","107","gym"
"2020-05-09","19:48:32","116","bar/restaurant"
"2020-05-09","23:22:55","193","gym"
"2020-05-09","23:45:43","102","bar/restaurant"
"2020-05-10","10:14:18","158","sauna"
"2020-05-10","13:14:31","114","sauna"
"2020-05-10","13:32:25","155","conference room"
"2020-05-10","13:49:15","149","conference room"
"2020-05-10","15:48:19","119","conference room"
"2020-05-10","16:12:35","168","conference room"
"2020-05-10","16:56:13","181","sauna"
"2020-05-10","17:40:21","173","sauna"
"2020-05-10","17:48:10","169","conference room"
"2020-05-10","17:56:34","187","bar/restaurant"
"2020-05-10","18:47:44","125","sauna"
"2020-05-10","20:24:05","142","sauna"
"2020-05-10","21:36:14","113","sauna"
"2020-05-10","21:50:38","188","sauna"
"2020-05-10","21:57:13","128","conference room"
"2020-05-10","22:20:33","182","sauna"
